Date,Receipt_ID,Product_Name,Brand_Name,Category,Quantity,Selling_Price,Cost_Price,Stock_For_Month
17/08/2023,REC-EXu-9428,Chicken Breast,Lean Meats,Meat,1,11.74,8.75,95
17/08/2023,REC-DPf-4117,Tea Bags,Bushland Brews,Beverages,5,2.73,1.98,100
18/08/2023,REC-JMp-6879,Apples,Local Grown,Produce,2,4.23,3.39,198
18/08/2023,REC-BvJ-9600,Juice,Fruit Burst,Beverages,2,4.35,3.5,147
18/08/2023,REC-wRQ-5933,Dish Soap,Eco-Wash,Household,5,9.99,7.22,128
18/08/2023,REC-vzk-1245,Olive Oil,Mediterranean Harvest,Pantry,4,5.71,4.87,138
18/08/2023,REC-Aeu-5324,Canned Tomatoes,Simply Canned,Pantry,5,2.26,1.92,166
18/08/2023,REC-mXH-0835,Apples,Orchard Fresh,Produce,5,3.91,2.8,174
18/08/2023,REC-fHt-3017,Laundry Detergent,Aussie Wash,Household,1,12.38,9.23,161
18/08/2023,REC-EfB-4850,Toilet Paper,Soft Touch,Household,1,4.28,3.26,174
18/08/2023,REC-evS-1513,Rice,Aussie Grains,Pantry,3,3.07,2.44,165
19/08/2023,REC-Mdz-1501,Laundry Detergent,Clean Wave,Household,5,10.1,8.1,192
19/08/2023,REC-OwZ-1609,Cheese,Gourmet Gold,Dairy,2,4.35,3.35,120
19/08/2023,REC-XZd-0926,Bread,Sunrise Bakes,Bakery,5,3.32,2.71,108
19/08/2023,REC-Zhg-4524,Rice,Rice King,Pantry,1,7.56,5.84,184
19/08/2023,REC-fjc-7145,Bananas,Tropical Treat,Produce,4,3.89,2.89,151
19/08/2023,REC-foM-2704,Dish Soap,Sparkle Clean,Household,4,7.58,5.64,152
19/08/2023,REC-mwV-0590,Biscuits,Aussie Bakes,Snacks,4,2.05,1.61,146
19/08/2023,REC-RmR-6898,Yogurt,Morning Bliss,Dairy,4,4.01,3.28,195
19/08/2023,REC-mKC-6998,Juice,Fruit Burst,Beverages,1,3.86,2.85,62
20/08/2023,REC-xKw-5892,Cheese,Australian Cheeses,Dairy,2,3.1,2.44,70
20/08/2023,REC-CTc-4740,Yogurt,Creamy Delights,Dairy,4,6.17,4.48,166
20/08/2023,REC-Mgo-7549,Chips,Salt & Crunch,Snacks,5,2.62,2.26,66
20/08/2023,REC-yzh-9778,Paper Towels,Handy Wipes,Household,3,11.0,9.01,151
20/08/2023,REC-RlD-6025,Bread,Daily Loaf,Bakery,3,3.29,2.76,82
21/08/2023,REC-ElX-4882,Canned Beans,Hearty Harvest,Pantry,4,4.8,4.28,154
21/08/2023,REC-fMb-0846,Soft Drink,Fizz Co.,Beverages,4,2.05,1.82,151
21/08/2023,REC-fxC-9277,Lettuce,Garden Select,Produce,3,2.02,1.51,86
21/08/2023,REC-dcX-2640,Milk,Farmers Choice,Dairy,1,4.85,4.26,76
22/08/2023,REC-iPJ-3853,Apples,Orchard Fresh,Produce,2,1.6,1.35,71
22/08/2023,REC-ZxV-4986,Toilet Paper,Quilted Comfort,Household,2,9.58,7.06,131
22/08/2023,REC-otJ-5656,Yogurt,Creamy Delights,Dairy,5,5.55,4.12,91
22/08/2023,REC-Myf-3840,Paper Towels,Quick Dry,Household,1,6.22,5.15,62
22/08/2023,REC-Czj-2461,Chicken Breast,Butcher's Best,Meat,1,17.62,13.42,103
26/08/2023,REC-DEW-1000,Paper Towels,Quick Dry,Household,4,10.53,8.03,188
27/08/2023,REC-Oma-0605,Beef Mince,Butcher's Best,Meat,4,13.71,10.55,101
27/08/2023,REC-lih-1143,Cheese,Blockbuster Cheeses,Dairy,4,3.99,3.58,78
27/08/2023,REC-iUd-9195,Eggs,Golden Yolk,Dairy,3,4.21,3.82,64
27/08/2023,REC-IIE-8899,Laundry Detergent,Aussie Wash,Household,3,6.56,5.29,94
27/08/2023,REC-dfo-8912,Milk,Dairy Fresh,Dairy,3,4.18,3.44,88
27/08/2023,REC-BSi-2875,Flour,The Baker's Choice,Pantry,2,1.95,1.51,60
27/08/2023,REC-ACW-6966,Bread,Sunrise Bakes,Bakery,1,4.79,3.61,126
27/08/2023,REC-Rgu-3229,Toilet Paper,Quilted Comfort,Household,3,7.63,5.63,188
27/08/2023,REC-HIx-1310,Milk,Meadowland,Dairy,5,2.59,2.21,75
27/08/2023,REC-Lrs-5889,Soft Drink,Sparkle Beverages,Beverages,1,4.94,4.21,179
28/08/2023,REC-sVS-3104,Toilet Paper,Soft Touch,Household,3,5.93,4.41,138
28/08/2023,REC-Toq-6968,Coffee,Bean Supreme,Beverages,2,5.09,3.65,116
28/08/2023,REC-Rfd-0039,Biscuits,Sweet Treats,Snacks,2,4.42,3.6,79
28/08/2023,REC-xCp-8767,Biscuits,Sweet Treats,Snacks,2,4.8,3.64,179
28/08/2023,REC-Udl-7426,Bread,Sunrise Bakes,Bakery,2,3.59,3.05,89
28/08/2023,REC-PPr-0636,Cereal,Healthy Start,Breakfast,3,6.59,4.77,199
28/08/2023,REC-Vjn-9942,Coffee,Aussie Roast,Beverages,3,5.14,4.47,129
28/08/2023,REC-HIN-7243,Coffee,Bean Supreme,Beverages,4,3.64,3.07,83
28/08/2023,REC-Xkf-2855,Laundry Detergent,Fresh Scent,Household,1,7.48,5.52,184
29/08/2023,REC-RbQ-5009,Tomatoes,Vine Ripened,Produce,2,3.74,3.26,178
29/08/2023,REC-EAS-6518,Pasta,Grainfield Co.,Pantry,3,4.0,2.95,56
29/08/2023,REC-cNu-5129,Olive Oil,Golden Grove,Pantry,3,3.47,2.71,130
29/08/2023,REC-QOI-3186,Dish Soap,Power Clean,Household,4,11.94,8.71,88
29/08/2023,REC-AAY-1244,Cheese,Blockbuster Cheeses,Dairy,5,4.96,4.38,119
29/08/2023,REC-SKw-5086,Lettuce,Garden Select,Produce,5,3.96,3.26,168
30/08/2023,REC-PTW-6771,Milk,Dairy Fresh,Dairy,4,4.39,3.14,58
30/08/2023,REC-vPw-2548,Biscuits,Cookie Crumble,Snacks,3,3.68,2.69,172
30/08/2023,REC-yLN-4745,Tomatoes,Sun Kissed,Produce,1,2.41,1.76,77
30/08/2023,REC-MRG-9683,Eggs,Sunny-Side,Dairy,2,2.83,2.23,171
30/08/2023,REC-ykK-4206,Eggs,Sunny-Side,Dairy,1,4.09,3.39,168
31/08/2023,REC-kfu-8373,Canned Tomatoes,Hearty Harvest,Pantry,2,4.61,3.81,137
02/09/2023,REC-XXW-5373,Soft Drink,Fizz Co.,Beverages,1,4.51,3.59,72
02/09/2023,REC-EeG-1304,Canned Beans,Hearty Harvest,Pantry,1,6.65,5.72,63
02/09/2023,REC-QVS-4396,Coffee,Aussie Roast,Beverages,2,4.81,4.13,182
02/09/2023,REC-XNM-0387,Chicken Breast,Lean Meats,Meat,1,13.59,9.74,164
02/09/2023,REC-uRX-8287,Apples,Local Grown,Produce,4,4.04,3.14,67
02/09/2023,REC-Evo-5018,Coffee,Urban Brew,Beverages,5,2.18,1.89,51
02/09/2023,REC-QKB-4183,Salt,Crystal Co.,Pantry,2,4.64,3.95,165
03/09/2023,REC-StQ-6579,Yogurt,Pure Greek,Dairy,2,3.16,2.28,78
03/09/2023,REC-AeH-1122,Beef Mince,Prime Cuts,Meat,3,9.09,8.22,55
03/09/2023,REC-iFQ-0045,Chicken Breast,Lean Meats,Meat,5,11.16,9.51,89
03/09/2023,REC-aAe-2736,Chips,Salt & Crunch,Snacks,5,4.61,3.81,153
03/09/2023,REC-nhI-5954,Lettuce,Crisp Greens,Produce,2,2.15,1.63,111
03/09/2023,REC-BgC-8313,Pasta,Italian Kitchen,Pantry,1,5.89,4.74,106
03/09/2023,REC-irG-5436,Cereal,Healthy Start,Breakfast,5,5.53,4.64,179
03/09/2023,REC-xyI-2576,Rice,Aussie Grains,Pantry,4,2.93,2.52,131
03/09/2023,REC-qBB-5033,Eggs,Farmstead,Dairy,5,5.02,4.23,151
04/09/2023,REC-ZWK-8110,Bananas,Island Harvest,Produce,1,1.81,1.45,107
05/09/2023,REC-Fke-1577,Olive Oil,Golden Grove,Pantry,4,5.0,4.18,110
05/09/2023,REC-iCQ-7752,Canned Tomatoes,Hearty Harvest,Pantry,1,6.72,5.32,128
05/09/2023,REC-TjT-6178,Flour,Golden Grains,Pantry,5,3.75,3.37,146
05/09/2023,REC-tnN-8591,Cereal,Golden Grains,Breakfast,2,4.26,3.45,126
05/09/2023,REC-LhI-6302,Cereal,Healthy Start,Breakfast,3,6.28,4.87,70
06/09/2023,REC-jnR-2534,Chicken Breast,Lean Meats,Meat,3,15.79,14.08,198
06/09/2023,REC-TVu-1128,Beef Mince,Farm Fresh Meats,Meat,5,13.9,10.41,163
06/09/2023,REC-hrV-4146,Beef Mince,Prime Cuts,Meat,2,13.98,12.26,187
06/09/2023,REC-qcX-5790,Paper Towels,Handy Wipes,Household,4,9.43,8.53,124
06/09/2023,REC-hCJ-1883,Pasta,Grainfield Co.,Pantry,5,7.88,6.03,55
06/09/2023,REC-QPx-4328,Olive Oil,Golden Grove,Pantry,1,5.8,4.67,84
08/09/2023,REC-Rum-9033,Milk,Meadowland,Dairy,3,6.26,4.95,180
08/09/2023,REC-OZB-2903,Milk,Meadowland,Dairy,5,4.96,3.67,95
08/09/2023,REC-XBV-9949,Salt,Crystal Co.,Pantry,2,4.64,3.32,135
08/09/2023,REC-fjw-6777,Beef Mince,Farm Fresh Meats,Meat,3,11.15,9.31,92
08/09/2023,REC-mxs-7100,Canned Tomatoes,Hearty Harvest,Pantry,2,8.3,6.94,193
08/09/2023,REC-oxr-7379,Paper Towels,Quick Dry,Household,1,9.44,7.08,170
08/09/2023,REC-igP-3098,Tomatoes,Vine Ripened,Produce,3,1.61,1.16,125
08/09/2023,REC-phg-6957,Toilet Paper,Quilted Comfort,Household,1,11.5,8.67,83
08/09/2023,REC-gPo-7152,Laundry Detergent,Aussie Wash,Household,4,8.94,6.5,167
08/09/2023,REC-nXM-8971,Eggs,Sunny-Side,Dairy,1,2.87,2.58,106
09/09/2023,REC-OIv-8513,Lettuce,Crisp Greens,Produce,1,3.97,2.91,80
09/09/2023,REC-JAn-6165,Apples,Orchard Fresh,Produce,4,1.99,1.65,59
09/09/2023,REC-kOX-2025,Yogurt,Pure Greek,Dairy,2,3.82,3.01,193
09/09/2023,REC-soz-3459,Juice,Fruit Burst,Beverages,5,6.77,4.91,183
09/09/2023,REC-Vbf-4929,Beef Mince,Butcher's Best,Meat,2,11.22,9.54,79
09/09/2023,REC-Psx-4559,Lettuce,Crisp Greens,Produce,2,2.87,2.56,152
10/09/2023,REC-vgj-8414,Cereal,Healthy Start,Breakfast,5,6.29,5.72,87
10/09/2023,REC-rHb-3868,Laundry Detergent,Fresh Scent,Household,2,9.92,8.22,132
10/09/2023,REC-MYH-4356,Bread,Sunrise Bakes,Bakery,3,4.04,3.28,183
10/09/2023,REC-Wft-1023,Laundry Detergent,Aussie Wash,Household,5,10.74,9.37,84
10/09/2023,REC-OaX-5328,Laundry Detergent,Fresh Scent,Household,5,7.9,5.76,185
10/09/2023,REC-ZcT-7856,Dish Soap,Power Clean,Household,2,7.73,6.83,188
10/09/2023,REC-ddo-4218,Canned Beans,Simply Canned,Pantry,3,2.63,1.99,101
10/09/2023,REC-qCm-0708,Tomatoes,Sun Kissed,Produce,1,2.77,2.4,120
10/09/2023,REC-Wnc-7909,Tea Bags,Tea Time,Beverages,4,2.49,2.13,163
11/09/2023,REC-Zyi-6759,Apples,Orchard Fresh,Produce,4,2.66,2.19,83
11/09/2023,REC-cyc-3103,Flour,The Baker's Choice,Pantry,5,4.12,3.47,134
11/09/2023,REC-aQt-3008,Cereal,Golden Grains,Breakfast,3,7.81,5.66,199
11/09/2023,REC-zlM-0481,Lettuce,Garden Select,Produce,5,2.81,2.21,98
11/09/2023,REC-IQu-7818,Chips,Crunchy Bites,Snacks,2,2.68,2.05,73
11/09/2023,REC-Itc-2584,Chips,Salt & Crunch,Snacks,3,4.11,3.31,56
11/09/2023,REC-Hus-3877,Juice,Fresh Squeeze,Beverages,1,2.54,1.87,81
11/09/2023,REC-dZg-7553,Apples,Orchard Fresh,Produce,5,3.38,2.84,108
11/09/2023,REC-XMy-7355,Cereal,Morning Crunch,Breakfast,5,5.45,4.07,127
13/09/2023,REC-Vzd-8227,Chicken Breast,Prime Cuts,Meat,1,12.02,8.74,137
13/09/2023,REC-MnF-2049,Apples,Local Grown,Produce,4,2.91,2.16,57
13/09/2023,REC-rrR-4098,Dish Soap,Eco-Wash,Household,2,7.4,5.35,70
13/09/2023,REC-Jya-9029,Bread,Daily Loaf,Bakery,4,4.02,3.49,107
13/09/2023,REC-yQl-6793,Juice,Fresh Squeeze,Beverages,3,5.66,4.18,75
13/09/2023,REC-shl-2292,Eggs,Golden Yolk,Dairy,2,5.55,4.23,57
13/09/2023,REC-JmP-3092,Salt,Aussie Salt,Pantry,1,7.71,6.4,125
13/09/2023,REC-Xuy-5789,Laundry Detergent,Fresh Scent,Household,4,9.69,7.31,73
15/09/2023,REC-JYV-5868,Tea Bags,Bushland Brews,Beverages,1,2.52,1.94,130
15/09/2023,REC-QYe-7925,Laundry Detergent,Fresh Scent,Household,2,6.88,4.96,141
15/09/2023,REC-FlA-3306,Soft Drink,Fizz Co.,Beverages,1,3.82,3.43,84
15/09/2023,REC-NtR-5772,Milk,Farmers Choice,Dairy,5,4.6,3.88,98
15/09/2023,REC-xPH-6058,Olive Oil,Mediterranean Harvest,Pantry,5,2.31,1.92,72
15/09/2023,REC-Pop-8063,Chips,Crunchy Bites,Snacks,4,2.29,2.04,96
16/09/2023,REC-BIE-8084,Milk,Meadowland,Dairy,1,4.36,3.93,131
16/09/2023,REC-eGf-2672,Olive Oil,Mediterranean Harvest,Pantry,2,5.31,4.81,140
16/09/2023,REC-Yqh-8043,Pasta,Pasta Perfection,Pantry,5,2.93,2.45,176
16/09/2023,REC-UIH-9073,Dish Soap,Power Clean,Household,5,6.13,4.92,163
16/09/2023,REC-EKc-8439,Cereal,Golden Grains,Breakfast,4,4.19,3.01,140
16/09/2023,REC-Gfe-5952,Beef Mince,Prime Cuts,Meat,2,16.36,14.69,78
16/09/2023,REC-DuT-6335,Tea Bags,Tea Time,Beverages,3,4.37,3.53,105
16/09/2023,REC-ZRT-6780,Bananas,Tropical Treat,Produce,4,1.5,1.36,185
16/09/2023,REC-piF-6545,Dish Soap,Power Clean,Household,5,5.67,5.07,58
16/09/2023,REC-yCm-6310,Dish Soap,Power Clean,Household,5,10.21,8.35,197
17/09/2023,REC-NrV-0770,Paper Towels,Quick Dry,Household,4,7.11,5.43,119
17/09/2023,REC-pPH-6987,Beef Mince,Farm Fresh Meats,Meat,3,15.01,12.42,180
17/09/2023,REC-CvZ-9550,Beef Mince,Butcher's Best,Meat,3,14.5,12.34,84
17/09/2023,REC-keK-7998,Coffee,Aussie Roast,Beverages,3,3.03,2.35,187
18/09/2023,REC-rJX-2347,Milk,Farmers Choice,Dairy,1,5.06,3.68,172
18/09/2023,REC-ykN-0569,Laundry Detergent,Clean Wave,Household,3,10.12,8.55,108
18/09/2023,REC-klO-5110,Eggs,Farmstead,Dairy,1,4.14,3.63,136
18/09/2023,REC-HCT-5062,Coffee,Bean Supreme,Beverages,4,2.07,1.73,186
19/09/2023,REC-UCY-9137,Coffee,Urban Brew,Beverages,1,4.83,3.56,69
19/09/2023,REC-dUh-0295,Cereal,Morning Crunch,Breakfast,5,7.43,5.99,98
19/09/2023,REC-ZQI-2150,Canned Tomatoes,Simply Canned,Pantry,1,5.45,4.06,161
19/09/2023,REC-aBP-6274,Beef Mince,Farm Fresh Meats,Meat,4,20.12,14.64,170
20/09/2023,REC-LFm-7036,Soft Drink,Sparkle Beverages,Beverages,2,4.98,3.65,140
20/09/2023,REC-cFX-1093,Canned Tomatoes,Hearty Harvest,Pantry,3,5.14,4.5,75
20/09/2023,REC-dIy-3837,Tea Bags,Bushland Brews,Beverages,4,6.64,4.97,179
20/09/2023,REC-FWW-2666,Lettuce,Garden Select,Produce,1,3.2,2.65,133
20/09/2023,REC-WgE-5035,Paper Towels,Handy Wipes,Household,2,12.45,9.53,51
21/09/2023,REC-Ize-6708,Yogurt,Creamy Delights,Dairy,5,4.89,3.63,112
21/09/2023,REC-Oto-5729,Sugar,Sweet Stuff,Pantry,3,5.04,4.4,137
21/09/2023,REC-eVA-2119,Cheese,Blockbuster Cheeses,Dairy,5,2.4,2.17,81
21/09/2023,REC-BLb-8629,Pasta,Grainfield Co.,Pantry,5,4.89,3.54,141
21/09/2023,REC-lRK-2478,Juice,Fresh Squeeze,Beverages,5,5.95,4.95,110
21/09/2023,REC-ytP-4629,Bread,Crusty Creations,Bakery,1,3.92,3.18,80
21/09/2023,REC-ySO-7552,Salt,Aussie Salt,Pantry,1,6.09,5.02,164
21/09/2023,REC-DiB-2050,Yogurt,Creamy Delights,Dairy,3,4.39,3.44,75
22/09/2023,REC-SxQ-5422,Eggs,Golden Yolk,Dairy,2,3.68,2.65,147
22/09/2023,REC-PoE-6044,Toilet Paper,Soft Touch,Household,5,11.94,9.57,113
22/09/2023,REC-GRn-0406,Laundry Detergent,Fresh Scent,Household,1,11.78,9.92,57
22/09/2023,REC-fnV-2015,Flour,Golden Grains,Pantry,1,4.17,3.66,66
22/09/2023,REC-bpw-6471,Toilet Paper,Soft Touch,Household,2,10.13,9.0,87
22/09/2023,REC-RHb-8093,Milk,Meadowland,Dairy,2,2.34,2.07,186
22/09/2023,REC-cSP-4464,Canned Beans,Hearty Harvest,Pantry,5,3.35,2.56,51
22/09/2023,REC-jSm-9552,Salt,Crystal Co.,Pantry,4,3.45,2.73,51
22/09/2023,REC-Zex-7405,Laundry Detergent,Fresh Scent,Household,4,11.79,9.87,174
22/09/2023,REC-qgO-7330,Cheese,Gourmet Gold,Dairy,1,4.52,3.77,164
24/09/2023,REC-MCi-7643,Olive Oil,Golden Grove,Pantry,3,8.16,6.34,145
24/09/2023,REC-FnD-7325,Chips,Salt & Crunch,Snacks,1,2.65,2.25,128
25/09/2023,REC-nyk-1801,Yogurt,Morning Bliss,Dairy,2,5.91,4.79,52
25/09/2023,REC-NEq-4783,Tea Bags,Tea Time,Beverages,5,2.48,2.19,141
25/09/2023,REC-OnC-4871,Bananas,Tropical Treat,Produce,1,1.29,1.16,174
25/09/2023,REC-KRx-3372,Eggs,Golden Yolk,Dairy,1,4.13,2.97,178
25/09/2023,REC-NeQ-1886,Cheese,Gourmet Gold,Dairy,1,3.24,2.76,91
25/09/2023,REC-Equ-1794,Canned Tomatoes,Simply Canned,Pantry,5,7.6,6.88,101
27/09/2023,REC-Oxx-0888,Cereal,Healthy Start,Breakfast,4,6.79,5.7,68
27/09/2023,REC-pgb-3623,Juice,Fresh Squeeze,Beverages,2,3.31,2.38,73
28/09/2023,REC-oiC-5100,Eggs,Golden Yolk,Dairy,4,3.81,2.78,159
28/09/2023,REC-vEg-7826,Soft Drink,Fizz Co.,Beverages,4,5.13,4.3,157
28/09/2023,REC-luw-3530,Flour,Golden Grains,Pantry,1,6.96,5.94,63
28/09/2023,REC-kAL-9656,Yogurt,Morning Bliss,Dairy,5,4.42,3.17,167
29/09/2023,REC-JoO-4904,Toilet Paper,Soft Touch,Household,3,12.86,9.51,118
29/09/2023,REC-xdB-4378,Paper Towels,Quick Dry,Household,2,11.15,9.83,81
29/09/2023,REC-EOA-1267,Eggs,Farmstead,Dairy,4,4.47,3.99,188
29/09/2023,REC-VcY-3310,Milk,Farmers Choice,Dairy,5,3.71,2.93,60
29/09/2023,REC-OAz-9397,Bread,Daily Loaf,Bakery,3,3.27,2.91,118
29/09/2023,REC-mrb-8939,Olive Oil,Golden Grove,Pantry,3,3.58,2.68,115
29/09/2023,REC-FGk-8093,Dish Soap,Eco-Wash,Household,5,12.97,10.0,123
29/09/2023,REC-PkK-5725,Pasta,Italian Kitchen,Pantry,1,2.9,2.35,163
29/09/2023,REC-rnW-4079,Milk,Dairy Fresh,Dairy,1,4.5,3.9,137
30/09/2023,REC-GTk-3663,Cereal,Morning Crunch,Breakfast,1,6.94,5.21,54
30/09/2023,REC-Cyw-7433,Cereal,Healthy Start,Breakfast,5,4.89,3.96,123
01/10/2023,REC-VGp-7759,Tea Bags,Tea Time,Beverages,4,3.19,2.71,94
01/10/2023,REC-ntP-8574,Apples,Orchard Fresh,Produce,4,2.05,1.8,184
01/10/2023,REC-Wbi-5286,Bread,Sunrise Bakes,Bakery,5,5.4,3.88,92
02/10/2023,REC-HOc-8578,Yogurt,Morning Bliss,Dairy,2,6.1,4.69,65
02/10/2023,REC-GXh-0115,Eggs,Sunny-Side,Dairy,2,3.48,2.75,145
02/10/2023,REC-Mgv-4971,Milk,Meadowland,Dairy,5,6.82,4.97,177
02/10/2023,REC-ysi-2332,Olive Oil,Golden Grove,Pantry,1,5.93,4.63,58
02/10/2023,REC-Rls-3070,Sugar,Cane Sugar Co.,Pantry,3,8.15,6.34,134
02/10/2023,REC-pcL-0460,Soft Drink,Fizz Co.,Beverages,4,5.66,4.96,196
02/10/2023,REC-Jth-9857,Apples,Local Grown,Produce,4,1.88,1.4,137
02/10/2023,REC-jeF-3491,Eggs,Sunny-Side,Dairy,1,5.44,4.0,118
03/10/2023,REC-bqp-0001,Canned Tomatoes,Simply Canned,Pantry,4,7.66,6.01,65
03/10/2023,REC-XqB-8566,Milk,Meadowland,Dairy,1,3.8,3.38,159
05/10/2023,REC-KNh-2500,Milk,Dairy Fresh,Dairy,2,6.27,4.54,92
05/10/2023,REC-lgd-9969,Coffee,Aussie Roast,Beverages,2,3.34,2.56,93
05/10/2023,REC-eKl-0993,Laundry Detergent,Clean Wave,Household,2,8.26,6.9,127
05/10/2023,REC-Roi-8380,Lettuce,Crisp Greens,Produce,1,3.06,2.24,133
05/10/2023,REC-Qeh-4508,Dish Soap,Eco-Wash,Household,5,10.56,8.17,155
05/10/2023,REC-AxR-9781,Chicken Breast,Prime Cuts,Meat,4,15.62,13.4,144
05/10/2023,REC-hDy-6985,Cereal,Golden Grains,Breakfast,5,4.09,3.31,198
05/10/2023,REC-Uyl-5693,Salt,Aussie Salt,Pantry,3,6.23,4.79,88
06/10/2023,REC-pVQ-4425,Bananas,Island Harvest,Produce,2,4.01,3.05,200
06/10/2023,REC-kSr-6584,Eggs,Farmstead,Dairy,3,3.24,2.52,50
06/10/2023,REC-QFB-0186,Soft Drink,Sparkle Beverages,Beverages,4,4.55,3.43,101
06/10/2023,REC-ckT-5362,Chicken Breast,Butcher's Best,Meat,4,11.28,8.88,110
06/10/2023,REC-umv-6973,Tea Bags,Bushland Brews,Beverages,5,3.34,2.73,70
06/10/2023,REC-pFB-6919,Biscuits,Sweet Treats,Snacks,3,2.77,2.33,97
07/10/2023,REC-GtB-2457,Salt,Crystal Co.,Pantry,4,3.92,3.06,135
07/10/2023,REC-SXl-9711,Flour,Golden Grains,Pantry,5,2.9,2.46,104
07/10/2023,REC-gjH-5867,Cheese,Gourmet Gold,Dairy,3,3.37,2.49,128
07/10/2023,REC-qWM-6487,Toilet Paper,Soft Touch,Household,3,7.81,6.42,181
09/10/2023,REC-Smo-1358,Biscuits,Sweet Treats,Snacks,5,4.65,3.66,194
09/10/2023,REC-Jmz-4113,Dish Soap,Eco-Wash,Household,4,11.78,9.1,129
09/10/2023,REC-Fhn-4544,Bread,Sunrise Bakes,Bakery,5,5.04,3.84,65
09/10/2023,REC-xTI-2424,Juice,Fruit Burst,Beverages,1,2.37,1.73,143
11/10/2023,REC-PqG-7338,Pasta,Italian Kitchen,Pantry,5,3.23,2.84,60
11/10/2023,REC-KDl-0188,Biscuits,Cookie Crumble,Snacks,3,4.33,3.48,168
11/10/2023,REC-gZO-5795,Salt,Crystal Co.,Pantry,1,7.82,6.6,127
11/10/2023,REC-ncb-9332,Beef Mince,Farm Fresh Meats,Meat,1,13.15,9.74,76
11/10/2023,REC-HxP-4195,Chicken Breast,Lean Meats,Meat,1,11.27,9.05,126
12/10/2023,REC-xjs-6231,Canned Beans,Simply Canned,Pantry,2,5.57,4.11,97
12/10/2023,REC-nlR-7388,Lettuce,Crisp Greens,Produce,1,2.1,1.78,74
12/10/2023,REC-XzW-9708,Eggs,Golden Yolk,Dairy,3,6.18,4.94,90
12/10/2023,REC-sxR-9974,Biscuits,Sweet Treats,Snacks,2,3.19,2.3,173
12/10/2023,REC-dtZ-3962,Beef Mince,Farm Fresh Meats,Meat,2,17.34,12.82,83
12/10/2023,REC-RUK-6925,Yogurt,Pure Greek,Dairy,3,6.52,4.88,175
12/10/2023,REC-rJx-9285,Beef Mince,Butcher's Best,Meat,2,12.95,10.42,135
12/10/2023,REC-PXs-5167,Salt,Crystal Co.,Pantry,5,7.35,5.29,95
12/10/2023,REC-uBA-7061,Cereal,Golden Grains,Breakfast,1,4.7,3.95,65
13/10/2023,REC-DAt-0399,Chicken Breast,Butcher's Best,Meat,3,18.75,13.92,111
13/10/2023,REC-EGV-3401,Rice,Aussie Grains,Pantry,2,5.34,4.26,60
13/10/2023,REC-hsA-0838,Cheese,Blockbuster Cheeses,Dairy,5,5.08,4.41,169
13/10/2023,REC-ogB-4406,Coffee,Urban Brew,Beverages,3,5.88,4.93,183
13/10/2023,REC-ShZ-3043,Cereal,Morning Crunch,Breakfast,1,6.38,4.85,115
13/10/2023,REC-UFl-4577,Chips,Crunchy Bites,Snacks,1,3.48,2.92,75
13/10/2023,REC-JDP-0920,Tea Bags,Bushland Brews,Beverages,4,3.34,3.02,170
13/10/2023,REC-AcU-9447,Soft Drink,Fizz Co.,Beverages,4,2.99,2.61,131
14/10/2023,REC-hab-6541,Pasta,Pasta Perfection,Pantry,2,4.48,3.89,114
14/10/2023,REC-OOH-8664,Cereal,Morning Crunch,Breakfast,1,5.92,4.52,132
14/10/2023,REC-jUf-5165,Soft Drink,Sparkle Beverages,Beverages,2,3.88,3.3,191
14/10/2023,REC-Ubd-1132,Bananas,Island Harvest,Produce,2,4.0,3.29,111
14/10/2023,REC-ond-6362,Flour,Golden Grains,Pantry,5,7.74,6.25,180
14/10/2023,REC-iFF-6955,Rice,Aussie Grains,Pantry,4,7.04,5.77,118
14/10/2023,REC-Dyk-2619,Chips,Crunchy Bites,Snacks,4,3.47,2.49,99
15/10/2023,REC-IJb-9686,Rice,Rice King,Pantry,4,4.96,4.34,192
15/10/2023,REC-Wsf-2268,Cereal,Morning Crunch,Breakfast,1,4.29,3.87,131
15/10/2023,REC-mJK-8023,Beef Mince,Butcher's Best,Meat,2,15.19,11.89,187
15/10/2023,REC-YFy-0161,Toilet Paper,Soft Touch,Household,4,6.87,5.57,122
18/10/2023,REC-Bud-0463,Pasta,Italian Kitchen,Pantry,1,2.84,2.21,105
18/10/2023,REC-ndh-7366,Tomatoes,Vine Ripened,Produce,3,1.91,1.47,105
18/10/2023,REC-Tyj-0526,Pasta,Pasta Perfection,Pantry,4,5.54,3.97,158
18/10/2023,REC-GEE-9851,Cereal,Morning Crunch,Breakfast,5,7.9,5.66,52
18/10/2023,REC-deJ-1862,Cereal,Morning Crunch,Breakfast,2,4.68,3.81,117
18/10/2023,REC-vIR-2662,Cheese,Gourmet Gold,Dairy,2,3.17,2.43,71
19/10/2023,REC-yfr-9392,Biscuits,Cookie Crumble,Snacks,3,3.12,2.51,162
19/10/2023,REC-HSl-9612,Soft Drink,Sparkle Beverages,Beverages,4,3.88,2.79,65
19/10/2023,REC-tfL-6802,Rice,Rice King,Pantry,2,8.23,6.55,85
19/10/2023,REC-UtM-0006,Apples,Orchard Fresh,Produce,3,1.65,1.32,151
19/10/2023,REC-feI-1983,Eggs,Farmstead,Dairy,4,3.97,3.11,89
20/10/2023,REC-iTv-8956,Cereal,Healthy Start,Breakfast,5,5.0,4.14,56
20/10/2023,REC-YzX-3198,Lettuce,Crisp Greens,Produce,3,2.4,2.03,109
